질문 index,turn number,질문 카테고리 2단계,질문지,기대 행동,정답지,평가,평가 원인,평가 결과,응답 json 경로
MTN-013,2,정상 멀티턴 > 순차 좁히기,Ball 형상에 직경은 1/4인치로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Ball, diameterMm=6.35 | 기대 결과: 세션 누적 필터 적용",일부 통과,일부 필터만 적용됨: 적용=toolSubtype=Ball | 누락=diameterMm=6.35,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Slotting, toolSubtype=Ball, diameterMm=1",responses/MTN-013/turn_02.json
MTN-013,3,정상 멀티턴 > 순차 좁히기,4날에 T-Coating 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=4, coating=T-Coating | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=4, coating=T-Coating","purpose=question | filters=workPieceName=Aluminum, cuttingType=Slotting, toolSubtype=Ball, diameterMm=1, fluteCount=4, coating=T-Coating",responses/MTN-013/turn_03.json
MTN-014,1,정상 멀티턴 > 순차 좁히기,구리 Profiling용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: workPieceName=Copper, unsupportedCuttingType=Profiling | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,설명 요청인데 필터가 변경되었습니다: workPieceName=Copper,purpose=question | filters=workPieceName=Copper,responses/MTN-014/turn_01.json
MTN-014,2,정상 멀티턴 > 순차 좁히기,Corner Radius 형상에 직경은 4mm로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Radius, diameterMm=4 | 기대 결과: 세션 누적 필터 적용",통과,"필수 필터 적용 확인: toolSubtype=Radius, diameterMm=4","purpose=recommendation | filters=workPieceName=Copper, toolSubtype=Radius, diameterMm=4",responses/MTN-014/turn_02.json
MTN-014,3,정상 멀티턴 > 순차 좁히기,5날에 DLC 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=5, coating=DLC | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=5, coating=DLC","purpose=question | filters=workPieceName=Copper, toolSubtype=Radius, diameterMm=4, fluteCount=5, coating=DLC",responses/MTN-014/turn_03.json
MTN-015,1,정상 멀티턴 > 순차 좁히기,주철 Facing용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: material=K, unsupportedCuttingType=Facing | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,설명 요청인데 필터가 변경되었습니다: material=K,purpose=question | filters=material=K,responses/MTN-015/turn_01.json
MTN-015,2,정상 멀티턴 > 순차 좁히기,Roughing 형상에 직경은 6mm로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Roughing, diameterMm=6 | 기대 결과: 세션 누적 필터 적용",통과,"필수 필터 적용 확인: toolSubtype=Roughing, diameterMm=6","purpose=question | filters=material=K, toolSubtype=Roughing, diameterMm=6",responses/MTN-015/turn_02.json
MTN-015,3,정상 멀티턴 > 순차 좁히기,6날에 Bright Finish 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=6, coating=Bright Finish | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=6, coating=Bright Finish","purpose=question | filters=material=K, toolSubtype=Roughing, diameterMm=6, fluteCount=6, coating=Bright Finish",responses/MTN-015/turn_03.json
MTN-016,1,정상 멀티턴 > 순차 좁히기,티타늄 Side Milling용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: workPieceName=Titanium, cuttingType=Side_Milling | 기대 결과: 추천 세션 시작 + 후속 질문",통과,"필수 필터 적용 확인: workPieceName=Titanium, cuttingType=Side_Milling","purpose=question | filters=workPieceName=Titanium, cuttingType=Side_Milling",responses/MTN-016/turn_01.json
MTN-016,2,정상 멀티턴 > 순차 좁히기,Square 형상에 직경은 8mm로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Square, diameterMm=8 | 기대 결과: 세션 누적 필터 적용",통과,"필수 필터 적용 확인: toolSubtype=Square, diameterMm=8","purpose=question | filters=workPieceName=Titanium, cuttingType=Side_Milling, toolSubtype=Square, diameterMm=8",responses/MTN-016/turn_02.json
MTN-016,3,정상 멀티턴 > 순차 좁히기,8날에 Y-Coating 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=8, coating=Y-Coating | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=8, coating=Y-Coating","purpose=question | filters=workPieceName=Titanium, cuttingType=Side_Milling, toolSubtype=Square, diameterMm=8, fluteCount=8, coating=Y-Coating",responses/MTN-016/turn_03.json
MTN-017,1,정상 멀티턴 > 순차 좁히기,인코넬 Trochoidal용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: workPieceName=Inconel, unsupportedCuttingType=Trochoidal | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,설명 요청인데 필터가 변경되었습니다: workPieceName=Inconel,purpose=question | filters=workPieceName=Inconel,responses/MTN-017/turn_01.json
MTN-017,2,정상 멀티턴 > 순차 좁히기,Ball 형상에 직경은 10mm로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Ball, diameterMm=10 | 기대 결과: 세션 누적 필터 적용",통과,"필수 필터 적용 확인: toolSubtype=Ball, diameterMm=10","purpose=recommendation | filters=workPieceName=Inconel, toolSubtype=Ball, diameterMm=10",responses/MTN-017/turn_02.json
MTN-017,3,정상 멀티턴 > 순차 좁히기,2날에 X-Coating 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=2, coating=X-Coating | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=2, coating=X-Coating","purpose=question | filters=workPieceName=Inconel, toolSubtype=Ball, diameterMm=10, fluteCount=2, coating=X-Coating",responses/MTN-017/turn_03.json
MTN-018,1,정상 멀티턴 > 순차 좁히기,고경도강 Helical Interpolation용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: material=H, unsupportedCuttingType=Helical Interpolation | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,설명 요청인데 필터가 변경되었습니다: material=H,purpose=question | filters=material=H,responses/MTN-018/turn_01.json
MTN-018,2,정상 멀티턴 > 순차 좁히기,Corner Radius 형상에 직경은 12mm로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Radius, diameterMm=12 | 기대 결과: 세션 누적 필터 적용",통과,"필수 필터 적용 확인: toolSubtype=Radius, diameterMm=12","purpose=question | filters=material=H, toolSubtype=Radius, diameterMm=12",responses/MTN-018/turn_02.json
MTN-018,3,정상 멀티턴 > 순차 좁히기,3날에 TiAlN 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=3, coating=TiAlN | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=3, coating=TiAlN","purpose=question | filters=material=H, toolSubtype=Radius, diameterMm=12, fluteCount=3, coating=TiAlN",responses/MTN-018/turn_03.json
MTN-019,1,정상 멀티턴 > 순차 좁히기,탄소강 Slotting용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: material=P, cuttingType=Slotting | 기대 결과: 추천 세션 시작 + 후속 질문",통과,"필수 필터 적용 확인: material=P, cuttingType=Slotting","purpose=question | filters=material=P, cuttingType=Slotting",responses/MTN-019/turn_01.json
MTN-019,2,정상 멀티턴 > 순차 좁히기,Roughing 형상에 직경은 16mm로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Roughing, diameterMm=16 | 기대 결과: 세션 누적 필터 적용",통과,"필수 필터 적용 확인: toolSubtype=Roughing, diameterMm=16","purpose=question | filters=material=P, cuttingType=Slotting, toolSubtype=Roughing, diameterMm=16",responses/MTN-019/turn_02.json
MTN-019,3,정상 멀티턴 > 순차 좁히기,4날에 T-Coating 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=4, coating=T-Coating | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=4, coating=T-Coating","purpose=question | filters=material=P, cuttingType=Slotting, toolSubtype=Roughing, diameterMm=16, fluteCount=4, coating=T-Coating",responses/MTN-019/turn_03.json
MTN-020,1,정상 멀티턴 > 순차 좁히기,합금강 Profiling용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: workPieceName=Alloy Steels, unsupportedCuttingType=Profiling | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",통과,설명형 응답이 확인됩니다.,purpose=question | filters=none,responses/MTN-020/turn_01.json
MTN-020,2,정상 멀티턴 > 순차 좁히기,Square 형상에 직경은 1/4인치로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Square, diameterMm=6.35 | 기대 결과: 세션 누적 필터 적용",일부 통과,일부 필터만 적용됨: 적용=toolSubtype=Square | 누락=diameterMm=6.35,"purpose=question | filters=toolSubtype=Square, diameterMm=1",responses/MTN-020/turn_02.json
MTN-020,3,정상 멀티턴 > 순차 좁히기,5날에 DLC 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=5, coating=DLC | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=5, coating=DLC","purpose=question | filters=toolSubtype=Square, diameterMm=1, fluteCount=5, coating=DLC",responses/MTN-020/turn_03.json
MTN-021,1,정상 멀티턴 > 순차 좁히기,스테인리스강 Facing용 엔드밀 추천해줘,"첫 turn에서는 사용자가 준 소재/가공 정보를 필터로 반영하고, 아직 부족한 핵심 조건이 있으면 다음 질문으로 자연스럽게 좁혀가야 한다.","필수 필터/의도: material=M, unsupportedCuttingType=Facing | 기대 결과: 현재 DB 미지원 가공 방식 안내 + 필터 미적용",실패,설명 요청인데 필터가 변경되었습니다: material=M,purpose=question | filters=material=M,responses/MTN-021/turn_01.json
MTN-021,2,정상 멀티턴 > 순차 좁히기,Ball 형상에 직경은 4mm로 보고 싶어,이전 turn의 소재/가공 조건을 유지한 채 형상과 직경 필터를 누적해야 한다. 이전 조건을 잊지 않고 후보 수를 줄이거나 다음 확인 질문으로 이어가야 한다.,"필수 필터/의도: toolSubtype=Ball, diameterMm=4 | 기대 결과: 세션 누적 필터 적용",통과,"필수 필터 적용 확인: toolSubtype=Ball, diameterMm=4","purpose=question | filters=material=M, toolSubtype=Ball, diameterMm=4",responses/MTN-021/turn_02.json
MTN-021,3,정상 멀티턴 > 순차 좁히기,6날에 Bright Finish 코팅 우선으로 추천해줘,"누적된 세션에 날수/코팅 조건을 더 적용하고, 후보가 남으면 제품 리스트 추천 또는 상위 제품 제안을 해야 한다. 조건 충돌로 후보가 0개면 대체 조건을 안내해야 한다.","필수 필터/의도: fluteCount=6, coating=Bright Finish | 기대 결과: 최종 추천 또는 0건 대안 안내",통과,"필수 필터 적용 확인: fluteCount=6, coating=Bright Finish","purpose=question | filters=material=M, toolSubtype=Ball, diameterMm=4, fluteCount=6, coating=Bright Finish",responses/MTN-021/turn_03.json
